timestamp,equity
2024-01-03 06:00:00+00:00,100530.79265930002
2024-01-03 07:00:00+00:00,100351.71775930002
2024-01-03 08:00:00+00:00,100274.92015930003
2024-01-03 09:00:00+00:00,100694.98155930004
2024-01-03 10:00:00+00:00,100451.52575930004
2024-01-03 11:00:00+00:00,100724.28015930005
2024-01-03 12:00:00+00:00,100206.15694240005
2024-01-03 13:00:00+00:00,100253.91161840004
2024-01-03 14:00:00+00:00,100299.51001840003
2024-01-03 15:00:00+00:00,100463.63441840003
2024-01-03 16:00:00+00:00,100663.50901840004
2024-01-03 17:00:00+00:00,100887.47001840004
2024-01-03 18:00:00+00:00,100789.16751840003
2024-01-03 19:00:00+00:00,100659.09491840003
2024-01-03 20:00:00+00:00,100901.30961840003
2024-01-03 21:00:00+00:00,100847.42731840003
2024-01-03 22:00:00+00:00,100442.87016290004
2024-01-03 23:00:00+00:00,100759.24256290004
2024-01-04 00:00:00+00:00,101014.27706290004
2024-01-04 01:00:00+00:00,100876.26346290004
2024-01-04 02:00:00+00:00,100836.51306290005
2024-01-04 03:00:00+00:00,100644.03766290005
2024-01-04 04:00:00+00:00,100762.92546290005
2024-01-04 05:00:00+00:00,100718.58636290004
2024-01-04 06:00:00+00:00,100543.76436290004
2024-01-04 07:00:00+00:00,100630.01156290004
2024-01-04 08:00:00+00:00,100456.41786880002
2024-01-04 09:00:00+00:00,100226.15540820002
2024-01-04 10:00:00+00:00,100327.07560820002
2024-01-04 11:00:00+00:00,100432.95790820001
2024-01-04 12:00:00+00:00,100763.45200820002
2024-01-04 13:00:00+00:00,100628.89470820002
2024-01-04 14:00:00+00:00,100758.23590820002
2024-01-04 15:00:00+00:00,100754.60550820002
2024-01-04 16:00:00+00:00,100621.74250820003
2024-01-04 17:00:00+00:00,100497.97090820002
2024-01-04 18:00:00+00:00,100312.99900820001
2024-01-04 19:00:00+00:00,100340.20750820002
2024-01-04 20:00:00+00:00,100457.58920820002
2024-01-04 21:00:00+00:00,100479.50810820001
2024-01-04 22:00:00+00:00,100944.73520820001
2024-01-04 23:00:00+00:00,101339.8928082
2024-01-05 00:00:00+00:00,101698.0127082
2024-01-05 01:00:00+00:00,101966.0612082
2024-01-05 02:00:00+00:00,101858.5467082
2024-01-05 03:00:00+00:00,102101.09350819999
2024-01-05 04:00:00+00:00,102201.88740819998
2024-01-05 05:00:00+00:00,101853.80780819998
2024-01-05 06:00:00+00:00,101949.2988082
2024-01-05 07:00:00+00:00,101750.8259082
2024-01-05 08:00:00+00:00,102001.5079082
2024-01-05 09:00:00+00:00,102056.3351082
2024-01-05 10:00:00+00:00,102309.64130819999
2024-01-05 11:00:00+00:00,102399.56620819999
2024-01-05 12:00:00+00:00,102175.70990819999
2024-01-05 13:00:00+00:00,102634.0679082
2024-01-05 14:00:00+00:00,102519.02050819999
2024-01-05 15:00:00+00:00,102455.84990819999
2024-01-05 16:00:00+00:00,102612.9244082
2024-01-05 17:00:00+00:00,102993.09500819999
2024-01-05 18:00:00+00:00,102974.0246082
2024-01-05 19:00:00+00:00,103112.33850819999
2024-01-05 20:00:00+00:00,103051.35790819998
2024-01-05 21:00:00+00:00,103045.46510819998
2024-01-05 22:00:00+00:00,102624.29140819998
2024-01-05 23:00:00+00:00,102687.28460819997
2024-01-06 00:00:00+00:00,102956.19470819997
2024-01-06 01:00:00+00:00,102909.00430819998
2024-01-06 02:00:00+00:00,102851.06440819998
2024-01-06 03:00:00+00:00,102492.29100819997
2024-01-06 04:00:00+00:00,102270.29740819997
2024-01-06 05:00:00+00:00,102174.98100819997
2024-01-06 06:00:00+00:00,101738.55471949998
2024-01-06 07:00:00+00:00,101376.13979189997
2024-01-06 08:00:00+00:00,101546.64499189997
2024-01-06 09:00:00+00:00,101792.49479189997
2024-01-06 10:00:00+00:00,101895.40359189996
2024-01-06 11:00:00+00:00,102257.34049189996
2024-01-06 12:00:00+00:00,102090.47389189996
2024-01-06 13:00:00+00:00,102148.68889189996
2024-01-06 14:00:00+00:00,102533.00129189997
2024-01-06 15:00:00+00:00,102796.29919189998
2024-01-06 16:00:00+00:00,102714.96179189999
2024-01-06 17:00:00+00:00,102497.04629189998
2024-01-06 18:00:00+00:00,101930.54973059999
2024-01-06 19:00:00+00:00,102705.91223059999
2024-01-06 20:00:00+00:00,102817.46963059998
2024-01-06 21:00:00+00:00,102552.17543059998
2024-01-06 22:00:00+00:00,101942.68741999997
2024-01-06 23:00:00+00:00,101828.59019469998
2024-01-07 00:00:00+00:00,101614.33099469998
2024-01-07 01:00:00+00:00,101505.35729469998
2024-01-07 02:00:00+00:00,101302.48677369997
2024-01-07 03:00:00+00:00,101339.10677369998
2024-01-07 04:00:00+00:00,101059.52597369999
2024-01-07 05:00:00+00:00,101018.02867369998
2024-01-07 06:00:00+00:00,101059.58527369998
2024-01-07 07:00:00+00:00,101330.88647369998
2024-01-07 08:00:00+00:00,101766.07527369997
2024-01-07 09:00:00+00:00,101891.49077369997
2024-01-07 10:00:00+00:00,101905.18197369998
2024-01-07 11:00:00+00:00,101446.77957369997
2024-01-07 12:00:00+00:00,101412.63977369998
2024-01-07 13:00:00+00:00,101155.38697369998
2024-01-07 14:00:00+00:00,101243.29767919998
2024-01-07 15:00:00+00:00,100934.64027919999
2024-01-07 16:00:00+00:00,100642.76825689999
2024-01-07 17:00:00+00:00,100829.4019569
2024-01-07 18:00:00+00:00,100278.5926569
2024-01-07 19:00:00+00:00,100491.7596569
2024-01-07 20:00:00+00:00,100273.7847569
2024-01-07 21:00:00+00:00,100508.0988569
2024-01-07 22:00:00+00:00,100265.96975690001
2024-01-07 23:00:00+00:00,100165.40695690001
